epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,19217,0.72276,0.34279,0.002,0.84632,0.82087,0.84782,0.59209,1.1697,0.82956,0.0042,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,19366,0.71903,0.33756,0.00199,0.85006,0.81613,0.84879,0.59429,1.17106,0.82622,0.00421,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,19516,0.71951,0.33624,0.00201,0.84361,0.8194,0.84894,0.5946,1.17075,0.83209,0.00421,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,19665.1,0.69728,0.33103,0.002,0.84743,0.81861,0.84892,0.59435,1.16946,0.83443,0.0042,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,19814.3,0.7182,0.34649,0.00196,0.84958,0.81729,0.84815,0.59289,1.1694,0.83333,0.00421,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,19965.8,0.71268,0.33096,0.00199,0.8517,0.81594,0.85091,0.59569,1.16907,0.83334,0.0042,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,20116,0.7163,0.3416,0.00196,0.87999,0.7887,0.84882,0.59482,1.16779,0.83901,0.0042,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,20264.9,0.70667,0.33241,0.00196,0.88216,0.78708,0.8485,0.59397,1.16756,0.83792,0.00419,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,20413.6,0.69754,0.32273,0.00196,0.87782,0.79519,0.84902,0.59679,1.16835,0.83323,0.0042,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,20563.6,0.68803,0.3188,0.00191,0.86577,0.80807,0.84966,0.59728,1.16863,0.83291,0.0042,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,20714,0.71737,0.33967,0.00198,0.86917,0.80777,0.84844,0.59518,1.16914,0.83649,0.0042,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,20862.5,0.70713,0.33408,0.00191,0.86268,0.81005,0.84721,0.59456,1.16818,0.83558,0.0042,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,21011.8,0.59575,0.23854,0.00186,0.8627,0.80404,0.84802,0.59172,1.16817,0.83103,0.00419,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,21161,0.58328,0.22871,0.00181,0.86242,0.80823,0.84686,0.59201,1.16883,0.82804,0.0042,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,21310.7,0.57907,0.2309,0.00184,0.86903,0.80768,0.84662,0.59232,1.1685,0.83195,0.0042,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,21459.4,0.57249,0.22695,0.00177,0.87276,0.80515,0.8465,0.59221,1.16912,0.83234,0.0042,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,21608.1,0.5795,0.22838,0.00179,0.87491,0.80586,0.84601,0.59151,1.16985,0.83047,0.0042,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,21756.7,0.57124,0.22828,0.00179,0.87271,0.80538,0.84434,0.59107,1.16974,0.83204,0.00421,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,21905.7,0.57189,0.22789,0.00179,0.87387,0.80483,0.84487,0.58979,1.16937,0.83002,0.0042,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,22055,0.56351,0.22356,0.00176,0.87081,0.80553,0.84524,0.59038,1.16988,0.83032,0.0042,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,22203.2,0.56546,0.22182,0.00174,0.8722,0.80699,0.84465,0.59002,1.1692,0.83264,0.0042,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,22351.1,0.5658,0.22058,0.00174,0.87057,0.80939,0.84499,0.59066,1.16899,0.83355,0.0042,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
