epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
56,6235.67,1.33427,0.73941,0.00407,0.78814,0.78835,0.8174,0.54591,1.312,0.77982,0.00481,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
57,6345.7,1.29586,0.70494,0.004,0.8376,0.76714,0.82564,0.54477,1.31526,0.77556,0.00483,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
58,6455.96,1.31653,0.71349,0.00401,0.81191,0.77258,0.82288,0.54255,1.31392,0.77833,0.0048,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
59,6566.39,1.28575,0.71489,0.00398,0.83086,0.75759,0.82262,0.5466,1.30708,0.77273,0.00478,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
60,6676.24,1.28919,0.70409,0.00401,0.81478,0.78887,0.82632,0.54709,1.30881,0.77484,0.0048,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
61,6786.14,1.26533,0.69492,0.00389,0.83934,0.7814,0.82378,0.54618,1.29955,0.76422,0.00473,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
62,6896.18,1.27489,0.69795,0.00388,0.85102,0.7631,0.82325,0.54109,1.31339,0.77166,0.00479,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
63,7006.91,1.25742,0.68408,0.00396,0.85477,0.75252,0.81807,0.53702,1.30948,0.78517,0.00475,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
64,7116.99,1.23597,0.67501,0.00381,0.84876,0.74675,0.8174,0.54093,1.30442,0.7849,0.00477,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
65,7227.2,1.23512,0.64681,0.00371,0.84857,0.75617,0.81572,0.54116,1.30032,0.7807,0.00473,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
66,7337.05,1.23274,0.66475,0.00383,0.82787,0.7787,0.82307,0.54585,1.30389,0.78173,0.00473,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
67,7447.54,1.25183,0.6546,0.00377,0.82808,0.77714,0.81472,0.54259,1.29655,0.79137,0.00474,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
68,7558.23,1.2364,0.66112,0.00373,0.84644,0.77243,0.82527,0.55445,1.29617,0.78194,0.00473,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
69,7670.09,1.21326,0.64316,0.00369,0.86311,0.77963,0.82973,0.55687,1.29904,0.78008,0.00474,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
70,7780.83,1.21672,0.63574,0.00373,0.84801,0.7596,0.82329,0.55032,1.29168,0.77928,0.0047,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
71,7892.1,1.19982,0.63223,0.00357,0.82872,0.78215,0.8261,0.5542,1.28123,0.7826,0.00465,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
72,8003.12,1.21622,0.64039,0.00368,0.86697,0.76642,0.82861,0.55295,1.29516,0.78788,0.0047,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
73,8114.13,1.18166,0.61128,0.00357,0.86453,0.7814,0.83395,0.55922,1.28727,0.77344,0.00467,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
74,8224.96,1.19048,0.62013,0.00349,0.83217,0.79916,0.84119,0.56261,1.28505,0.75612,0.00467,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
75,8337.78,1.16583,0.60805,0.00354,0.83944,0.77544,0.82773,0.55743,1.28331,0.77716,0.00466,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
76,8450.09,1.16267,0.59717,0.0035,0.85922,0.7744,0.83782,0.56076,1.2811,0.7587,0.00465,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,8561.27,1.16398,0.60501,0.0035,0.83474,0.80356,0.84016,0.56208,1.28499,0.77152,0.00464,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
78,8672,1.16603,0.59953,0.00335,0.84282,0.78284,0.82651,0.55603,1.27993,0.78941,0.00463,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
79,8786.92,1.14944,0.5959,0.00342,0.83728,0.78829,0.82993,0.55586,1.28663,0.77268,0.00465,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
80,8899.64,1.1377,0.59712,0.00341,0.84434,0.76491,0.82314,0.55635,1.27683,0.78602,0.00462,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
81,9012.72,1.1303,0.58118,0.00328,0.85689,0.77386,0.82367,0.55806,1.27673,0.78536,0.00464,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
82,9125.17,1.1535,0.60388,0.00339,0.8558,0.76869,0.82523,0.55236,1.27383,0.78018,0.00463,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
83,9238.03,1.13318,0.58549,0.00339,0.85386,0.76557,0.82598,0.55819,1.27016,0.7693,0.00463,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
84,9350.34,1.12492,0.58972,0.00334,0.86912,0.74757,0.83105,0.5626,1.27119,0.77642,0.00462,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
85,9463.76,1.13595,0.58137,0.00321,0.86913,0.75778,0.82241,0.55431,1.26894,0.78351,0.00459,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
