epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,8314.83,1.42654,0.83695,0.00441,0.82658,0.7558,0.81366,0.52594,1.38469,0.82978,0.00501,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
80,8420.92,1.41102,0.82951,0.00437,0.82922,0.7362,0.82268,0.53456,1.38021,0.8134,0.005,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
81,8525.07,1.40871,0.82595,0.00421,0.84768,0.74676,0.82047,0.53327,1.38354,0.81956,0.00502,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
82,8630.14,1.42769,0.83702,0.00435,0.88521,0.71591,0.80765,0.52302,1.38509,0.81542,0.005,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
83,8734.16,1.41097,0.82609,0.00438,0.8399,0.74836,0.81806,0.52826,1.37335,0.81781,0.00498,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
84,8838.97,1.40863,0.83126,0.00433,0.82336,0.74911,0.80793,0.52277,1.38665,0.80598,0.00501,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
85,8943.27,1.42298,0.82674,0.00418,0.84307,0.74675,0.81644,0.52849,1.37027,0.80994,0.00496,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
86,9047.49,1.40503,0.81838,0.00432,0.8202,0.74263,0.8095,0.52621,1.36594,0.81909,0.00495,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
87,9151.39,1.39634,0.81187,0.00427,0.83313,0.72923,0.8076,0.52795,1.36387,0.8171,0.00495,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
88,9258.15,1.38198,0.81499,0.00419,0.83259,0.72375,0.81313,0.53075,1.36587,0.81317,0.00495,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
89,9371.93,1.35965,0.78239,0.00414,0.82448,0.75255,0.81487,0.53333,1.3666,0.81906,0.00495,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
90,9482.34,1.37242,0.79662,0.00424,0.82569,0.75756,0.81794,0.53555,1.36437,0.81377,0.00494,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,9593.92,1.37358,0.79916,0.00429,0.84416,0.74782,0.82036,0.53442,1.36462,0.80194,0.00495,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,9710.73,1.37345,0.78945,0.00412,0.83344,0.75909,0.82106,0.53175,1.36561,0.8086,0.00494,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,9826.43,1.35399,0.77686,0.00411,0.84832,0.75137,0.82318,0.54113,1.3702,0.79502,0.00498,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,9940.92,1.36333,0.78745,0.00418,0.85462,0.73526,0.81718,0.52899,1.36564,0.80716,0.00495,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,10050.1,1.34457,0.76842,0.00404,0.85486,0.73821,0.81843,0.53695,1.36255,0.8126,0.00492,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,10160.2,1.35198,0.77035,0.00421,0.84212,0.74983,0.82092,0.53761,1.36155,0.80335,0.00492,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,10271.7,1.34582,0.77568,0.00406,0.83477,0.74063,0.81955,0.53642,1.35935,0.81196,0.00492,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,10382.6,1.34765,0.76327,0.00418,0.82948,0.75883,0.8195,0.5339,1.36625,0.79659,0.00496,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,10491.3,1.33972,0.75468,0.00404,0.83362,0.73526,0.81618,0.53331,1.35927,0.81114,0.00492,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,10600.6,1.32971,0.74562,0.00411,0.81552,0.75847,0.81885,0.53481,1.35276,0.81225,0.00489,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,10708.2,1.34245,0.75647,0.00401,0.87533,0.72506,0.81643,0.53528,1.35075,0.81161,0.00489,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,10814.6,1.32096,0.74415,0.00405,0.85643,0.7399,0.81923,0.53762,1.35732,0.81079,0.00491,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,10921.9,1.32887,0.7479,0.00395,0.82355,0.75272,0.81802,0.5368,1.35521,0.81267,0.00491,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,11027.8,1.31282,0.73542,0.00401,0.85703,0.74404,0.82299,0.54064,1.35176,0.81297,0.0049,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,11133.4,1.30168,0.72386,0.00406,0.84903,0.75002,0.81869,0.53989,1.35023,0.81023,0.00489,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,11240.7,1.32712,0.73375,0.00398,0.85899,0.73584,0.81629,0.53556,1.35745,0.81043,0.0049,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,11346.5,1.31322,0.73256,0.00395,0.86104,0.72847,0.81782,0.53451,1.36142,0.81857,0.00492,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,11453.1,1.29473,0.72891,0.00391,0.84323,0.74672,0.81782,0.53893,1.36025,0.82036,0.00494,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,11559.4,1.31534,0.73338,0.00385,0.81762,0.76405,0.81855,0.53562,1.35904,0.82237,0.00492,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,11665.6,1.29526,0.71927,0.00392,0.82194,0.75876,0.81663,0.53702,1.35601,0.82099,0.00489,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,11771.4,1.29741,0.72171,0.00392,0.84077,0.75066,0.8184,0.53812,1.35158,0.82229,0.00489,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,11875.3,1.28713,0.7137,0.00397,0.82685,0.76244,0.81866,0.53768,1.34986,0.82628,0.00489,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,11982,1.30905,0.72334,0.00387,0.84185,0.74917,0.81855,0.53931,1.34937,0.82386,0.00488,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,12089.1,1.31293,0.72539,0.00392,0.84727,0.7433,0.81774,0.53734,1.35024,0.82576,0.00487,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,12194.6,1.27842,0.70931,0.00388,0.85718,0.73252,0.81588,0.53576,1.35152,0.83099,0.00487,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,12299.1,1.29288,0.7148,0.00398,0.82649,0.7664,0.8162,0.53314,1.35606,0.82359,0.0049,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,12403.3,1.27685,0.70536,0.00373,0.83763,0.75263,0.81268,0.53444,1.35512,0.82793,0.0049,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,12507.6,1.26557,0.71279,0.00389,0.85264,0.74295,0.81271,0.53459,1.35407,0.82477,0.00489,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
